-8.248479;-7.756709;-3.3977814;-5.280615;-10.3101845;-3.5822296;-7.4478126;-6.055501;-7.9981422;-7.6515527;-4.0482388;-6.356286;-4.1987333;-7.6212206;-7.545406;-2.3659253;-5.9162016;-8.204592;-5.338009;-8.07299;-7.650775;-8.67278;-6.6673117;-7.9224777;-8.672485;-6.733665;-7.3946276;-6.9138336;-6.2119684;-3.9332514;-5.6915045;-6.1545095;-8.800709;-8.478968;-4.1468563;-3.9683485;-7.5009155;-2.6314137;-0.73348993;-7.248491;-4.210708;-6.909033;-6.516344;-8.182367;-2.3755314;-3.3863878;-5.493715;-4.430024;-3.277474;-1.9441705;-7.7243624;-8.544904;-7.9919662;-5.626856;1.857751;-2.1537685;-0.25319672;-1.944585;-2.3366306;-4.876043;-0.4199326;-3.1368313;-6.801281;-3.3918002;9.090271;-5.468567;-2.6599886;-7.418934;-2.690475;-7.861624;-1.8869278;-5.293897;-2.2880008;-2.1064875;-4.302981;-4.709658;-7.409834;-8.52158;-8.9023695;-0.31970504;
-15.422017;-21.48132;-15.371359;-17.9846;-22.297323;-13.590374;-18.56419;-17.531605;-16.56806;-15.76231;-11.875401;-13.836397;-12.271301;-15.790386;-12.555566;-14.180346;-16.290462;-17.748484;-15.04736;-17.444778;-16.05476;-18.207983;-16.140266;-14.131292;-22.453934;-18.492622;-20.723211;-17.070652;-18.671896;-13.848534;-17.025806;-15.730379;-23.736526;-18.33965;-16.587305;-13.293877;-19.223833;-20.595354;-13.34439;-18.83313;-15.562153;-14.878914;-17.051105;-16.00224;-14.482235;-16.960957;-15.558729;-14.341055;-15.793522;-14.681755;-15.955409;-18.874477;-15.88385;-7.068633;-6.5997705;-6.0456476;-6.806982;-2.9695015;-9.311561;-11.892559;-4.2155466;-3.8490677;-13.600805;-13.010128;1.905912;-11.169411;-8.30083;-6.727276;-10.32575;-16.497768;-6.555706;-9.970509;-8.069706;-5.433645;-8.587964;-10.568842;-12.491795;-10.749901;-16.534359;6.7531195;
-16.469658;-20.831013;-14.659755;-17.314135;-21.320662;-14.785191;-17.477924;-15.414719;-17.585106;-16.417439;-12.84271;-13.982962;-13.856802;-16.385342;-13.867158;-16.491234;-16.571089;-18.903103;-16.37697;-18.71628;-17.133648;-20.039757;-18.989363;-15.922205;-19.505413;-15.794308;-18.675728;-17.335644;-19.781872;-14.362368;-18.466385;-16.465837;-21.98832;-18.71695;-16.472908;-13.834979;-17.568089;-22.344002;-13.948719;-20.139908;-18.596436;-17.395851;-19.186283;-16.782745;-16.453642;-16.647503;-14.511153;-17.980251;-19.089218;-15.329986;-16.808456;-19.620531;-17.010206;-8.264082;-10.560993;-8.128775;-9.425627;-5.473033;-10.928597;-13.054719;-6.2881527;-4.9246707;-15.513973;-15.735515;-0.52845824;-12.277546;-10.262613;-7.9385414;-13.230652;-17.61343;-7.303383;-11.629055;-10.405299;-6.853615;-10.846081;-11.33821;-13.469721;-10.407059;-17.00333;8.821873;
-19.35659;-26.821644;-17.41638;-21.79683;-23.09392;-15.311847;-20.235746;-20.089561;-20.056904;-19.556274;-15.631535;-17.172245;-15.354918;-19.153116;-17.535965;-20.30207;-20.30797;-23.623201;-19.86974;-23.5335;-20.299974;-23.852135;-22.783577;-19.49662;-23.287186;-19.37867;-23.258015;-19.585846;-24.111095;-21.325882;-24.565012;-17.91374;-25.171688;-24.05907;-21.36795;-15.460952;-24.555077;-26.779327;-18.705074;-25.295288;-22.937729;-20.746216;-26.327612;-19.311516;-21.078419;-21.098602;-18.14472;-22.690132;-24.754173;-20.586653;-19.722868;-24.50972;-20.00843;-7.178075;-14.32486;-10.207174;-12.122794;-5.6150074;-12.359104;-13.783455;-8.622673;0.32329595;-16.431541;-16.825447;-4.4368935;-13.503425;-9.360821;-8.560581;-14.893919;-20.937107;-8.36848;-10.622004;-9.396478;-6.362996;-11.335632;-12.533597;-14.036879;-11.105621;-15.973654;7.356397;
-17.188028;-23.038172;-13.02589;-18.974499;-19.095802;-14.529755;-16.631023;-16.217297;-17.786955;-17.85007;-11.94176;-14.963039;-11.856742;-16.738731;-14.22683;-14.572077;-15.18608;-20.39283;-14.659546;-19.54546;-16.37104;-20.009293;-17.202135;-14.467234;-18.728231;-15.190624;-17.494839;-13.112461;-19.365356;-19.25334;-21.755037;-12.695689;-21.086632;-20.622326;-16.650799;-12.014282;-22.504633;-22.630156;-16.938267;-21.33532;-18.926601;-17.269972;-23.521095;-16.943245;-16.247406;-17.263111;-17.373419;-17.74499;-22.826931;-17.717976;-17.065462;-21.337872;-17.613918;-2.3205547;-15.679666;-9.775287;-11.349456;-0.7522274;-10.202173;-12.394449;-8.345108;6.858578;-13.992945;-16.412569;-5.377886;-13.538971;-6.908194;-4.468745;-13.241352;-19.66944;-7.8816423;-7.2017527;-9.335143;-2.8311753;-10.513627;-11.092109;-11.089118;-9.876068;-12.990368;3.180391;
-12.904362;-14.962643;-5.6544256;-12.765288;-12.880847;-8.746179;-9.227875;-10.417477;-12.790034;-12.708502;-5.539896;-8.912033;-7.2099504;-12.356091;-11.614906;-9.213501;-11.3873;-14.70858;-9.852127;-13.78071;-10.509881;-15.692845;-12.83276;-11.573854;-11.121937;-8.34304;-11.759491;-7.964032;-12.06345;-10.734732;-17.624332;-8.707029;-16.092363;-15.793255;-10.175656;-6.0468616;-16.300472;-15.0910425;-8.003658;-13.223767;-11.270559;-12.464307;-16.584146;-11.741847;-12.456737;-12.043688;-12.769981;-9.256437;-16.150448;-9.013311;-12.763386;-14.275732;-12.808111;-2.4998434;-11.72903;-7.8148036;-7.7627;-0.6254706;-8.312155;-10.137362;-6.2674546;7.004354;-11.741757;-12.092978;-4.26528;-9.193548;-3.773031;-2.7154717;-12.769081;-17.446209;-6.8286595;-6.428843;-7.8642516;-2.0935426;-7.327843;-8.244439;-11.506675;-9.15945;-11.337805;1.8494375;
-12.3696575;-13.096458;-5.4415383;-10.660858;-11.033125;-8.573393;-8.829168;-9.263086;-12.511251;-12.354501;-5.212262;-6.2856927;-6.5546727;-11.866018;-14.21616;-10.819403;-11.787799;-13.586293;-10.313377;-13.327549;-11.418045;-14.149908;-13.503218;-11.974457;-11.669504;-10.421995;-11.8087845;-7.5300174;-10.246719;-9.447216;-16.274641;-10.035387;-12.394621;-13.1452;-8.771717;-6.0619984;-14.1460495;-15.132628;-5.230775;-12.090698;-10.899278;-13.9671755;-13.924288;-11.258331;-12.195265;-10.575007;-10.626913;-10.654804;-16.074558;-7.1612854;-12.423505;-13.031001;-12.489199;-4.2255526;-8.462466;-8.744984;-8.839544;-4.8339868;-4.8568654;-8.148456;-6.700366;1.8047991;-13.524573;-9.964569;-6.612556;-6.9420676;-4.1878004;-4.564225;-12.885485;-14.83461;-8.162744;-5.34929;-3.7677426;-4.808899;-7.9420967;-7.7494984;-8.950333;-9.448666;-8.791542;3.8796563;
-16.235973;-19.117245;-12.566201;-13.691639;-15.422665;-12.490421;-14.721416;-15.56916;-16.67751;-16.786732;-9.297726;-9.603242;-10.332447;-16.10036;-17.303682;-16.65282;-16.600512;-18.736343;-11.951368;-17.672215;-12.180067;-19.303165;-16.821947;-16.019285;-17.406246;-17.857021;-18.847305;-8.697546;-12.709347;-12.006392;-18.02011;-12.656167;-13.703676;-13.299443;-7.8860083;-10.855854;-16.804485;-14.952999;-7.715601;-13.017854;-11.530445;-17.231108;-15.235161;-15.619484;-12.104139;-14.456869;-12.773315;-15.985379;-18.894165;-10.02565;-16.952543;-16.553102;-17.124426;-5.7650533;-5.694974;-10.465037;-9.946583;-6.011112;-4.8195868;-8.545909;-7.195035;-3.862131;-17.254816;-7.661149;-6.423012;-6.1285877;-6.8879642;-6.5759363;-11.677154;-17.59166;-8.938593;-5.544627;0.55885446;-8.256576;-9.628756;-9.284063;-9.863443;-12.736803;-11.992265;4.4751086;
-12.404959;-11.674116;-5.742264;-9.851883;-10.142984;-8.474435;-9.052085;-6.8585033;-11.930822;-11.610268;-5.6784153;-8.9075575;-6.2060027;-11.8402;-10.091246;-11.307774;-12.692242;-11.605253;-6.441178;-10.152676;-7.7587814;-13.751461;-11.143434;-9.90872;-8.603291;-9.537241;-10.3901615;-5.18426;-9.1051445;-9.908869;-10.913932;-11.319753;-10.400473;-10.096733;-3.9739587;-10.012102;-10.491683;-11.643713;-10.191826;-8.7911415;-7.830875;-10.427186;-11.336081;-11.589151;-9.3422165;-10.720158;-11.028477;-12.062792;-14.858837;-8.53876;-12.221554;-13.323071;-12.464296;-3.985726;-0.7910867;-8.104268;-4.242787;-5.548729;-0.45006892;-6.9186497;-4.109356;-5.745388;-11.933777;-2.5257983;-3.3348203;-4.6412573;-6.550146;-5.061714;-6.491561;-13.425646;-6.167732;-4.9064093;6.682515;-5.0156302;-7.4701166;-6.547034;-7.870966;-9.22575;-9.771172;0.960927;
-17.600607;-19.169735;-12.695086;-16.278147;-17.041996;-13.838366;-17.88004;-16.696325;-19.73216;-20.178772;-13.739519;-13.994854;-12.596973;-19.644985;-20.965477;-17.843096;-20.702305;-20.366848;-14.504032;-19.273182;-17.776625;-20.47443;-21.815845;-19.677599;-19.629944;-20.212816;-19.937473;-12.331202;-18.054733;-19.217606;-17.995178;-20.941376;-17.46657;-19.437414;-10.7275305;-15.827768;-19.092005;-18.318151;-16.077576;-15.319759;-17.355618;-19.134527;-17.87833;-19.51537;-16.023003;-21.422777;-14.270224;-20.092539;-23.635208;-15.339773;-20.389957;-22.581242;-21.018293;-8.207115;-6.4537315;-12.316103;-9.358114;-6.0410604;-8.490246;-12.208266;-4.893939;-5.515355;-18.396923;-9.738928;-9.200125;-8.631437;-11.344666;-6.2492256;-10.596821;-19.323494;-6.715376;-8.647039;3.4023464;-7.785516;-15.312075;-13.061161;-13.664471;-11.335638;-16.789877;8.1649;
